id,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2_5,air_quality_PM10,air_quality_us_epa_index,air_quality_gb_defra_index
20911,233.7,18.2,1.2,0.6,2.9,4.1,1,1
20912,4859.9,25.8,33.9,11.7,204.9,342.2,5,10
20913,207.0,14.3,2.4,2.0,3.7,10.5,1,1
20914,250.3,72.2,2.2,0.8,0.6,1.4,1,1
20915,297.1,55.8,11.3,2.1,4.9,6.4,1,1
20916,447.3,9.7,5.4,4.8,5.0,7.3,1,1
20917,213.6,67.2,0.3,0.1,198.4,624.0,5,10
20918,387.2,30.4,10.7,0.1,13.2,24.0,1,2
20919,343.8,23.6,24.0,4.8,4.8,5.2,1,1
20920,454.0,73.0,3.6,4.4,56.3,116.8,3,7
20921,540.7,22.9,25.4,23.6,19.1,23.1,2,2
20922,247.0,73.7,2.7,1.7,2.7,4.0,1,1
20923,210.3,72.2,0.4,6.4,2.5,6.0,1,1
20924,240.3,45.4,0.1,0.2,94.8,261.4,4,10
20925,220.3,26.8,0.4,0.1,265.9,766.2,6,10
20926,230.3,65.8,3.4,5.1,3.4,6.6,1,1
20927,454.0,73.0,1.6,0.8,5.6,10.9,1,1
20928,2590.2,0.0,67.2,8.7,96.1,101.9,4,10
20929,196.9,51.5,0.3,0.1,1.6,3.2,1,1
20930,1401.9,0.0,44.6,8.7,115.6,131.0,4,10
20931,243.7,84.4,0.3,2.3,0.5,1.1,1,1
20932,847.8,72.2,17.3,6.9,85.2,100.7,4,10
20933,8117.7,0.0,138.5,38.2,307.4,427.0,6,10
20934,6355.3,0.0,537.4,347.1,134.0,182.0,4,10
20935,1028.1,0.0,61.0,42.0,61.4,115.5,3,8
20936,233.7,77.3,3.2,1.8,0.9,2.0,1,1
20937,273.7,76.5,20.6,24.1,28.3,81.1,2,3
20938,2590.2,0.0,67.2,8.7,96.1,101.9,4,10
20939,343.8,68.0,3.2,4.4,3.8,5.8,1,1
20940,413.9,0.0,59.6,16.5,14.4,18.8,1,2
20941,273.7,18.4,34.3,11.6,28.2,87.0,2,3
20942,253.7,62.9,5.2,12.6,4.5,4.6,1,1
20943,594.1,22.0,6.1,3.2,21.4,52.5,2,2
20944,196.9,43.6,0.0,0.2,1.2,4.0,1,1
20945,634.2,0.7,137.1,47.2,131.8,254.6,4,10
20946,423.9,12.7,43.2,10.6,11.9,13.4,1,1
20947,474.0,13.4,4.9,0.5,12.9,25.3,1,2
20948,250.3,64.4,2.9,0.5,1.8,3.9,1,1
20949,263.7,55.8,21.9,68.7,6.7,11.0,1,1
20950,310.4,54.4,1.5,1.1,7.2,15.2,1,1
20951,333.8,53.6,0.3,0.2,51.1,104.2,3,6
20952,467.3,18.6,5.1,0.9,26.1,27.6,2,3
20953,337.1,29.7,24.0,5.0,9.5,12.0,1,1
20954,237.0,51.5,4.7,0.6,1.2,2.9,1,1
20955,237.0,55.1,7.2,0.5,2.8,3.2,1,1
20956,1134.9,6.4,7.9,3.7,20.5,32.5,2,2
20957,423.9,14.7,3.6,1.2,5.7,11.5,1,1
20958,5180.4,0.0,32.2,26.9,110.5,137.1,4,10
20959,327.1,56.5,0.0,0.0,1.8,2.1,1,1
20960,223.6,55.8,0.4,0.3,135.4,488.3,4,10
20961,223.6,93.0,0.7,0.7,1.3,2.9,1,1
20962,203.6,74.4,0.0,0.3,3.2,9.1,1,1
20963,247.0,85.1,0.6,0.3,346.3,2180.7,6,10
20964,240.3,26.8,1.8,2.3,1.1,2.2,1,1
20965,1482.0,137.3,54.8,92.5,72.6,79.0,4,10
20966,203.6,83.7,0.1,0.2,1.6,9.4,1,1
20967,310.4,32.2,7.7,1.6,3.1,3.3,1,1
20968,827.8,0.9,75.4,14.9,44.0,49.0,3,5
20969,554.1,22.5,16.5,21.2,39.3,40.8,2,4
20970,233.7,28.3,7.4,2.7,5.6,8.4,1,1
20971,230.3,98.7,0.6,1.3,3.7,5.7,1,1
20972,440.6,40.4,2.2,1.6,5.2,10.7,1,1
20973,310.4,44.7,0.7,0.2,21.0,23.2,2,2
20974,317.1,16.3,0.2,0.3,2.2,5.6,1,1
20975,357.2,19.7,15.3,5.0,63.3,69.1,3,8
20976,3231.1,30.0,46.6,21.0,269.8,377.1,6,10
20977,243.7,52.9,15.1,1.2,0.6,0.9,1,1
20978,188.6,31.8,0.1,0.3,1.9,6.9,1,1
20979,233.7,77.3,0.7,2.1,1.7,2.9,1,1
20980,273.7,59.4,1.3,0.7,73.6,299.5,4,10
20981,507.4,23.6,4.1,0.5,64.9,139.9,3,8
20982,474.0,40.4,25.0,16.9,18.0,21.9,2,2
20983,881.2,0.0,49.4,12.4,74.8,86.4,4,10
20984,333.8,36.5,20.7,11.8,5.4,7.6,1,1
20985,367.2,115.9,11.3,14.5,36.5,55.2,2,4
20986,1548.8,10.9,48.0,4.8,91.5,127.8,4,10
20987,186.9,35.1,0.1,0.2,1.0,3.2,1,1
20988,293.7,4.9,0.1,0.0,0.5,0.5,1,1
20989,240.3,68.7,3.0,3.9,3.0,4.1,1,1
20990,210.3,0.0,9.3,6.1,11.5,14.8,1,1
20991,330.5,8.2,0.1,0.0,0.5,0.5,1,1
20992,247.0,38.3,3.6,2.8,3.4,9.9,1,1
20993,363.8,35.1,8.1,4.5,4.8,11.2,1,1
20994,340.5,39.3,15.9,9.5,11.5,13.2,1,1
20995,287.1,60.1,8.3,2.0,9.8,12.1,1,1
20996,363.8,47.2,59.0,24.6,21.2,42.2,2,2
20997,674.3,0.0,23.3,0.9,41.4,54.4,3,4
20998,267.0,34.0,11.5,5.2,1.3,1.9,1,1
20999,620.8,9.2,6.3,0.9,17.9,34.9,2,2
21000,207.0,73.0,0.2,0.1,1.4,2.9,1,1
21001,201.9,91.6,0.1,0.2,3.0,12.0,1,1
21002,200.3,81.5,0.7,0.8,3.5,12.2,1,1
21003,200.3,11.4,0.6,0.3,0.5,0.8,1,1
21004,761.0,27.2,37.7,3.0,34.6,36.7,2,3
21005,260.4,37.2,24.3,1.8,1.6,1.9,1,1
21006,1094.8,0.0,157.7,66.8,48.8,128.1,3,6
21007,233.7,82.3,1.1,0.5,325.7,1277.2,6,10
21008,380.5,11.8,24.3,0.9,32.0,42.2,2,3
21009,240.3,25.8,0.8,0.9,0.8,1.8,1,1
21010,347.1,57.2,1.0,1.1,71.6,172.2,4,10
21011,620.8,0.1,16.3,6.9,7.6,9.3,1,1
21012,634.2,0.0,29.1,5.6,47.0,50.8,3,5
21013,907.9,0.0,48.0,6.0,48.3,73.5,3,6
21014,253.7,18.1,1.6,0.6,1.6,2.4,1,1
21015,303.8,73.0,0.5,0.3,3.4,11.8,1,1
21016,327.1,86.6,5.3,8.5,7.0,9.8,1,1
21017,567.4,25.4,46.6,41.5,21.3,24.7,2,2
21018,196.9,66.5,0.4,0.6,28.7,105.3,2,3
21019,1455.3,0.0,76.1,14.5,71.4,83.1,4,10
21020,447.3,31.5,5.7,2.5,12.0,14.0,1,2
21021,273.7,77.3,2.1,1.9,33.7,140.2,2,3
21022,230.3,38.3,0.0,0.1,1.3,3.1,1,1
21023,287.1,60.8,8.3,5.7,0.6,2.0,1,1
21024,554.1,0.3,47.3,6.7,21.4,24.0,2,2
21025,237.0,30.8,32.9,12.6,23.4,51.7,2,2
21026,253.7,54.4,3.6,5.1,7.0,9.5,1,1
21027,243.7,31.1,0.4,0.1,0.7,1.6,1,1
21028,1588.8,0.0,50.0,29.3,55.4,79.7,3,7
21029,260.4,52.2,0.7,0.4,5.4,11.9,1,1
21030,343.8,28.3,12.9,5.4,13.8,19.0,1,2
21031,205.3,24.7,0.2,0.4,5.1,12.5,1,1
21032,233.7,58.7,1.5,0.7,1.1,2.1,1,1
21033,277.0,66.5,4.4,10.6,19.9,24.4,2,2
21034,1789.1,0.0,97.3,117.3,265.7,288.1,6,10
21035,834.5,0.0,130.2,27.9,29.3,41.6,2,3
21036,213.6,17.5,0.0,0.0,0.5,0.7,1,1
21037,614.2,21.8,3.1,1.3,21.2,35.7,2,2
21038,277.0,50.1,7.2,2.8,9.0,10.1,1,1
21039,243.7,127.3,0.4,1.0,10.6,27.3,1,1
21040,247.0,48.6,19.4,5.6,1.7,2.4,1,1
21041,520.7,13.6,27.1,0.1,16.4,18.4,2,2
21042,237.0,24.7,2.2,3.2,2.0,7.7,1,1
21043,514.0,0.0,30.9,3.3,9.6,10.1,1,1
21044,191.9,18.1,0.1,0.1,1.5,2.4,1,1
21045,330.5,97.3,11.7,34.3,9.6,13.0,1,1
21046,500.7,44.7,8.7,5.3,14.5,18.5,1,2
21047,250.3,57.2,21.1,42.4,28.4,87.4,2,3
21048,1842.5,6.2,11.7,6.5,35.1,51.0,2,3
21049,894.6,0.9,11.8,13.1,43.8,51.2,3,5
21050,3391.3,61.5,26.7,1.3,42.0,52.4,3,5
21051,367.2,17.7,34.3,2.8,13.6,20.0,1,2
21052,237.0,80.1,8.1,1.6,3.7,6.5,1,1
21053,186.9,75.1,0.6,0.1,0.5,0.6,1,1
21054,527.4,12.0,10.1,3.9,9.1,23.3,1,1
21055,207.0,83.0,0.9,1.3,1.8,3.4,1,1
21056,247.0,31.1,4.5,3.0,1.3,1.6,1,1
21057,320.4,0.4,61.7,7.2,12.0,12.7,1,2
21058,175.2,22.4,0.4,0.1,0.5,0.8,1,1
21059,260.4,52.2,7.0,0.8,0.5,1.1,1,1
21060,273.7,60.1,14.9,3.6,4.0,4.8,1,1
21061,217.0,113.0,0.3,0.4,3.0,18.5,1,1
21062,270.4,137.3,0.4,4.2,31.5,50.5,2,3
21063,1201.6,26.8,22.6,2.2,170.1,193.6,5,10
21064,213.6,80.8,2.6,3.1,2.4,7.5,1,1
21065,270.4,34.0,6.1,0.6,1.1,1.3,1,1
21066,243.7,58.7,10.2,1.4,1.3,1.6,1,1
21067,163.6,26.1,0.1,0.1,3.4,8.2,1,1
21068,594.1,43.3,4.7,2.7,40.0,70.3,2,4
21069,343.8,51.5,2.8,2.2,17.0,22.6,2,2
21070,203.6,4.5,0.5,0.2,0.5,0.9,1,1
21071,253.7,19.1,11.1,0.5,7.5,10.6,1,1
21072,337.1,41.1,5.1,1.5,3.5,5.9,1,1
21073,327.1,11.8,0.4,0.1,3.2,3.2,1,1
21074,240.3,14.1,1.8,1.3,0.9,1.1,1,1
21075,397.2,24.3,20.6,2.5,15.5,31.6,2,2
21076,400.5,74.4,3.9,1.4,39.9,128.5,2,4
21077,580.8,24.3,4.2,1.1,15.8,49.8,2,2
21078,213.6,21.5,0.2,0.2,2.3,4.9,1,1
21079,217.0,80.8,0.4,0.5,220.1,888.4,5,10
21080,620.8,65.8,5.3,2.8,17.3,24.1,2,2
21081,447.3,34.0,1.5,0.8,36.0,62.7,2,4
21082,320.4,57.2,9.7,5.4,8.9,10.4,1,1
21083,327.1,6.8,0.2,0.0,27.4,45.9,2,3
21084,277.0,56.5,1.1,0.6,29.5,78.8,2,3
21085,257.0,93.0,2.3,5.9,8.4,17.0,1,1
21086,340.5,65.1,18.3,21.9,10.2,24.7,1,1
21087,427.3,8.4,14.7,0.5,25.3,30.6,2,3
21088,260.4,50.1,0.3,0.1,1.0,1.5,1,1
21089,747.7,0.1,11.1,2.0,14.9,65.2,1,2
21090,220.3,73.0,3.9,6.9,2.2,2.5,1,1
21091,1094.8,0.0,40.1,0.1,74.8,87.3,4,10
21092,230.3,103.0,1.8,4.7,3.0,8.5,1,1
21093,233.7,83.0,2.4,2.8,6.5,10.9,1,1
21094,253.7,54.4,8.3,1.8,0.9,1.9,1,1
21095,747.7,0.1,11.1,2.0,14.9,65.2,1,2
21096,233.7,75.8,1.4,0.2,0.5,1.7,1,1
21097,257.0,90.1,2.2,3.0,15.3,46.8,1,2
21098,210.3,75.8,0.6,0.5,1.8,4.3,1,1
21099,213.6,60.8,1.0,0.7,2.5,3.6,1,1
21100,1188.3,2.7,42.8,30.3,15.7,18.3,2,2
21101,594.1,1.9,89.1,66.8,59.9,118.3,3,8
21102,213.6,60.8,0.3,1.3,1.9,3.8,1,1
21103,420.6,42.2,0.1,0.1,11.0,17.6,1,1
21104,287.1,34.7,1.5,0.4,21.5,46.3,2,2
21105,310.4,52.9,7.8,1.8,3.8,5.3,1,1
21106,240.3,15.4,1.4,0.8,4.1,7.6,1,1
21107,4005.4,34.3,18.9,9.8,118.1,228.3,4,10
21108,201.9,10.0,2.5,2.3,2.5,4.3,1,1
21109,1041.4,9.2,40.4,13.6,41.0,50.7,3,4
21110,273.7,67.2,9.4,2.0,2.4,3.6,1,1
21111,377.2,14.8,4.5,3.1,2.8,4.4,1,1
21112,223.6,76.5,0.3,0.1,174.9,596.9,5,10
21113,1134.9,26.1,27.1,1.3,95.0,111.3,4,10
21114,250.3,71.5,7.3,2.1,0.6,1.0,1,1
21115,447.3,91.6,4.1,8.8,51.8,97.5,3,6
21116,287.1,78.0,12.3,8.2,2.3,3.7,1,1
21117,227.0,79.4,1.5,1.8,1.8,2.6,1,1
21118,227.0,74.4,0.5,14.0,3.9,8.2,1,1
21119,323.8,51.5,0.2,1.1,93.6,241.6,4,10
21120,220.3,41.5,0.2,0.1,152.0,492.1,5,10
21121,237.0,52.9,5.2,6.1,2.0,3.1,1,1
21122,363.8,100.1,2.6,2.6,5.9,15.4,1,1
21123,1468.7,0.0,36.3,4.7,62.7,65.8,3,8
21124,193.6,70.1,0.3,0.3,1.8,4.5,1,1
21125,290.4,42.2,11.8,1.5,3.0,4.0,1,1
21126,230.3,80.1,0.3,1.0,3.6,6.3,1,1
21127,1735.7,5.5,48.0,8.4,202.1,239.1,5,10
21128,14526.4,0.0,126.1,61.0,427.6,624.8,6,10
21129,6729.1,0.0,438.7,316.6,105.5,137.0,4,10
21130,1615.5,0.0,37.4,60.1,121.8,203.1,4,10
21131,223.6,82.3,2.2,1.1,2.3,3.1,1,1
21132,263.7,75.8,12.0,8.5,48.1,177.1,3,6
21133,1468.7,0.0,36.3,4.7,62.7,65.8,3,8
21134,347.1,103.0,3.4,7.8,4.6,10.4,1,1
21135,627.5,0.0,61.7,35.3,32.8,38.7,2,3
21136,230.3,68.7,11.5,13.7,36.3,133.4,2,4
21137,260.4,59.4,2.3,4.5,0.5,0.6,1,1
21138,640.9,22.7,7.0,3.8,21.8,52.4,2,2
21139,223.6,15.7,0.1,0.2,1.0,2.7,1,1
21140,1108.2,0.0,175.5,110.6,186.9,224.6,5,10
21141,323.8,41.1,12.3,3.6,3.7,4.2,1,1
21142,594.1,12.9,8.3,0.8,13.4,27.3,1,2
21143,263.7,64.4,4.2,0.7,2.0,3.3,1,1
21144,323.8,24.7,52.1,83.0,25.3,37.8,2,3
21145,293.7,53.6,0.9,0.3,4.7,8.4,1,1
21146,323.8,49.4,0.2,0.2,62.0,134.8,3,8
21147,433.9,48.6,2.2,0.4,34.3,35.2,2,3
21148,243.7,54.4,6.5,0.7,1.6,2.0,1,1
21149,257.0,45.4,4.8,0.7,2.0,3.9,1,1
21150,227.0,60.8,6.9,0.4,0.6,0.9,1,1
21151,1041.4,9.4,8.1,2.9,25.2,37.3,2,3
21152,330.5,11.8,2.3,0.6,2.9,7.6,1,1
21153,9826.7,0.0,157.7,119.2,223.7,251.5,5,10
21154,343.8,88.7,0.6,0.8,24.2,28.2,2,3
21155,220.3,65.1,0.4,0.3,95.7,336.1,4,10
21156,243.7,93.0,0.8,14.2,28.0,29.7,2,3
21157,201.9,61.5,0.0,0.2,1.8,5.1,1,1
21158,243.7,80.1,0.5,0.3,222.2,1430.2,5,10
21159,250.3,19.7,0.4,0.6,1.3,2.6,1,1
21160,2029.4,153.1,83.6,162.1,90.3,100.5,4,10
21161,203.6,77.3,0.0,0.2,1.1,5.0,1,1
21162,380.5,23.6,15.6,3.7,6.1,6.6,1,1
21163,413.9,22.7,30.9,6.4,13.8,18.9,1,2
21164,1081.5,4.8,43.5,59.1,89.1,93.7,4,10
21165,257.0,57.2,7.3,4.0,8.3,10.6,1,1
21166,217.0,91.6,0.7,0.6,3.5,7.0,1,1
21167,330.5,27.5,1.1,0.7,3.6,21.0,1,1
21168,313.8,25.4,1.0,0.2,22.3,25.6,2,2
21169,303.8,20.9,0.1,0.2,2.8,9.0,1,1
21170,250.3,64.4,6.4,15.1,21.5,24.0,2,2
21171,3364.6,47.9,54.8,33.4,333.3,446.1,6,10
21172,230.3,66.5,8.4,0.9,1.1,2.3,1,1
21173,188.6,30.0,0.2,0.2,3.2,10.0,1,1
21174,230.3,90.1,0.8,2.1,2.0,3.6,1,1
21175,263.7,79.4,1.2,0.5,35.6,135.4,2,3
21176,500.7,22.5,4.8,0.5,78.9,179.4,4,10
21177,390.5,47.2,19.4,17.9,14.5,19.7,1,2
21178,961.3,0.0,76.1,31.5,133.0,142.5,4,10
21179,263.7,47.2,5.6,2.9,1.5,2.0,1,1
21180,300.4,114.4,0.7,3.8,30.6,51.7,2,3
21181,2883.9,0.0,85.0,8.1,149.4,207.7,4,10
21182,188.6,37.9,0.1,0.2,2.3,4.9,1,1
21183,267.0,2.9,0.0,0.0,0.5,0.5,1,1
21184,230.3,78.0,2.4,3.3,2.6,4.4,1,1
21185,290.4,12.7,14.1,7.1,23.5,25.6,2,2
21186,387.2,8.2,0.2,0.0,3.3,3.3,1,1
21187,287.1,47.9,6.5,5.4,4.8,15.2,1,1
21188,527.4,22.9,16.5,7.2,10.8,20.9,1,1
21189,250.3,60.1,6.1,3.9,1.1,1.9,1,1
21190,237.0,71.5,4.2,1.1,2.2,6.0,1,1
21191,367.2,34.0,81.6,20.3,31.5,60.2,2,3
21192,407.2,24.3,15.6,1.5,20.8,26.0,2,2
21193,447.3,0.1,45.2,32.0,12.4,16.0,1,2
21194,383.9,24.0,2.7,0.6,10.3,18.9,1,1
21195,201.9,74.4,0.2,0.1,1.7,3.8,1,1
21196,200.3,69.4,0.1,0.1,2.0,6.6,1,1
21197,198.6,78.7,0.4,0.5,2.5,7.9,1,1
21198,240.3,7.8,4.2,1.1,1.5,1.9,1,1
21199,921.3,22.7,31.2,2.0,66.4,68.7,4,9
21200,237.0,59.4,12.3,3.4,1.3,1.6,1,1
21201,1415.3,0.0,194.7,139.2,72.0,152.1,4,10
21202,243.7,88.7,1.3,0.9,195.6,773.5,5,10
21203,330.5,32.2,14.2,1.6,31.9,35.9,2,3
21204,287.1,26.5,0.8,0.6,2.3,4.8,1,1
21205,253.7,27.9,0.5,0.3,128.0,353.3,4,10
21206,2430.0,0.0,29.1,18.4,29.7,33.0,2,3
21207,277.0,47.2,10.2,1.5,0.9,1.5,1,1
21208,974.7,0.0,43.9,1.5,51.5,70.3,3,6
21209,270.4,29.7,1.5,1.1,1.5,1.9,1,1
21210,323.8,73.7,0.6,0.4,3.6,13.7,1,1
21211,560.8,25.4,17.0,14.8,14.3,22.6,1,2
21212,387.2,47.9,24.0,28.6,9.5,13.3,1,1
21213,217.0,54.4,1.1,0.6,28.5,91.9,2,3
21214,801.1,0.0,71.3,5.4,17.9,21.9,2,2
21215,383.9,22.5,5.7,2.0,5.4,7.6,1,1
21216,320.4,68.0,3.9,1.7,33.6,144.2,2,3
21217,267.0,34.0,0.0,0.1,4.2,7.4,1,1
21218,627.5,1.1,40.4,11.9,7.4,9.0,1,1
21219,283.7,41.8,14.4,2.0,3.0,3.6,1,1
21220,220.3,45.4,18.3,8.5,15.3,56.5,1,2
21221,270.4,47.9,5.2,8.1,9.4,12.5,1,1
21222,243.7,35.8,0.4,0.1,0.5,1.5,1,1
21223,1762.4,0.9,74.7,37.7,76.9,110.6,4,10
21224,270.4,50.1,0.6,0.3,2.4,4.6,1,1
21225,380.5,15.7,16.5,0.9,20.6,23.8,2,2
21226,217.0,36.1,0.2,0.4,5.9,29.9,1,1
21227,267.0,47.2,1.5,0.9,1.1,2.3,1,1
21228,223.6,85.8,0.9,0.5,2.3,4.8,1,1
21229,961.3,0.0,66.5,66.8,133.8,148.7,4,10
21230,353.8,0.0,85.7,14.5,17.2,37.2,2,2
21231,200.3,9.6,0.0,0.0,0.5,0.7,1,1
21232,534.1,23.6,2.5,0.8,14.6,26.8,1,2
21233,260.4,54.4,9.4,2.8,5.4,6.4,1,1
21234,257.0,124.5,0.2,0.5,7.3,12.3,1,1
21235,233.7,66.5,12.0,3.7,1.4,2.4,1,1
21236,400.5,29.3,19.4,0.2,5.8,6.9,1,1
21237,250.3,31.1,2.7,4.0,2.0,3.5,1,1
21238,741.0,0.0,56.9,6.9,23.0,26.1,2,2
21239,200.3,12.2,0.1,0.0,0.8,1.4,1,1
21240,303.8,85.1,10.2,30.0,8.3,10.8,1,1
21241,1401.9,7.0,41.8,10.3,77.2,109.9,4,10
21242,223.6,61.5,13.2,28.4,45.0,166.0,3,5
21243,2376.6,4.7,14.4,9.9,26.9,42.5,2,3
21244,2109.5,0.0,15.8,21.7,147.0,168.2,4,10
21245,3418.0,50.1,30.5,1.4,34.0,41.3,2,3
21246,454.0,1.2,42.5,1.8,16.7,23.7,2,2
21247,267.0,57.9,20.2,3.0,1.6,3.6,1,1
21248,188.6,63.7,0.9,0.1,0.8,1.0,1,1
21249,460.6,25.8,9.7,4.2,9.6,22.7,1,1
21250,207.0,78.7,0.7,1.0,1.4,3.5,1,1
21251,357.2,114.4,4.2,4.6,5.2,7.6,1,1
21252,317.1,2.5,70.6,9.2,20.4,21.8,2,2
21253,171.9,19.9,0.7,0.2,0.9,2.7,1,1
21254,240.3,82.3,3.5,0.4,0.5,0.7,1,1
21255,290.4,74.4,11.1,5.4,12.8,16.0,1,2
21256,233.7,88.7,0.3,0.2,2.0,7.5,1,1
21257,250.3,115.9,5.4,8.9,21.9,39.9,2,2
21258,1028.1,25.4,22.3,2.7,106.3,130.9,4,10
21259,247.0,52.9,2.8,5.4,1.7,2.4,1,1
21260,260.4,49.4,6.0,1.8,1.4,1.7,1,1
21261,230.3,71.5,6.8,1.4,1.1,1.4,1,1
21262,193.6,50.8,0.1,0.1,3.2,4.3,1,1
21263,587.5,50.1,4.1,2.9,37.1,73.5,2,4
21264,343.8,41.8,2.4,1.7,17.7,22.3,2,2
21265,263.7,8.7,1.4,0.4,1.0,1.6,1,1
21266,303.8,39.0,15.1,1.6,14.0,19.2,1,2
21267,360.5,73.7,7.0,5.7,11.2,16.1,1,1
21268,280.4,19.3,0.1,0.0,0.8,0.8,1,1
21269,454.0,40.1,6.6,2.3,4.2,4.3,1,1
21270,337.1,28.6,12.7,2.3,8.0,17.7,1,1
21271,774.4,68.7,10.7,3.4,55.9,143.0,3,7
21272,580.8,45.4,3.6,1.8,13.0,33.3,1,2
21273,213.6,20.2,0.1,0.1,1.6,3.5,1,1
21274,217.0,78.7,0.3,0.4,135.0,589.4,4,10
21275,487.3,82.3,3.4,2.0,32.7,40.5,2,3
21276,467.3,33.3,1.8,0.9,42.4,77.1,3,5
21277,247.0,74.4,0.6,0.2,0.5,0.7,1,1
21278,250.3,9.6,0.1,0.1,25.9,53.4,2,3
21279,257.0,60.1,1.1,0.7,57.8,214.1,3,7
21280,260.4,94.4,2.2,4.9,7.7,13.5,1,1
21281,1215.0,0.2,69.9,91.6,90.1,128.5,4,10
21282,267.0,46.5,4.8,1.0,2.4,3.6,1,1
21283,267.0,42.2,0.4,0.1,1.2,1.8,1,1
21284,474.0,1.8,6.9,0.9,4.9,38.9,1,1
21285,220.3,85.8,3.7,9.8,4.0,4.9,1,1
21286,447.3,16.5,30.2,0.1,20.5,25.4,2,2
21287,233.7,105.9,2.1,6.1,2.9,12.2,1,1
21288,270.4,61.5,7.2,9.5,31.9,53.2,2,3
21289,243.7,54.4,7.2,1.5,0.9,1.6,1,1
21290,474.0,1.8,6.9,0.9,4.9,38.9,1,1
21291,223.6,83.0,0.9,0.2,0.9,3.2,1,1
21292,283.7,80.8,1.9,2.5,7.0,11.2,1,1
21293,203.6,68.0,0.5,0.4,1.2,2.3,1,1
21294,230.3,70.8,1.2,1.1,2.3,3.4,1,1
21295,1375.2,0.2,41.1,40.5,16.0,18.5,2,2
21296,300.4,62.2,28.1,15.5,45.3,172.3,3,5
21297,212.0,66.5,0.3,1.1,1.8,2.9,1,1
21298,393.9,35.4,0.1,0.1,4.0,5.4,1,1
21299,283.7,32.5,1.5,0.4,22.0,46.6,2,2
21300,260.4,68.0,3.7,1.9,1.5,2.7,1,1
21301,267.0,43.3,1.0,2.9,10.3,12.5,1,1
21302,3070.8,27.9,14.6,8.0,81.1,161.7,4,10
21303,207.0,14.5,2.0,2.0,3.6,4.5,1,1
21304,277.0,57.9,6.9,2.2,1.9,3.1,1,1
21305,247.0,79.4,5.8,1.6,2.4,4.2,1,1
21306,407.2,15.2,3.9,3.2,3.2,5.7,1,1
21307,227.0,69.4,0.2,0.1,83.5,292.6,4,10
21308,1295.1,20.7,27.4,0.9,108.6,123.4,4,10
21309,240.3,70.1,6.7,2.0,0.8,1.0,1,1
21310,487.3,95.8,3.9,9.5,54.8,121.0,3,7
21311,393.9,30.0,15.8,9.8,27.7,30.7,2,3
21312,247.0,58.7,1.6,1.6,1.3,2.4,1,1
21313,217.0,65.1,0.5,7.8,2.6,5.7,1,1
21314,253.7,45.1,0.1,0.1,96.9,284.5,4,10
21315,237.0,31.8,0.3,0.1,54.4,144.5,3,7
21316,243.7,37.6,6.9,5.5,5.5,6.2,1,1
21317,447.3,124.5,3.0,4.8,9.3,22.3,1,1
21318,1695.6,0.0,71.3,7.9,70.1,73.9,4,9
21319,203.6,68.7,0.5,0.3,1.3,2.9,1,1
21320,260.4,63.7,6.3,2.0,4.9,5.5,1,1
21321,247.0,89.4,0.4,2.0,0.5,0.6,1,1
21322,1709.0,22.2,40.4,9.4,249.1,279.0,5,10
21323,8865.4,0.0,64.4,46.7,220.7,360.0,5,10
21324,4112.2,0.0,356.4,370.0,91.9,121.3,4,10
21325,2910.6,0.0,131.6,83.9,214.6,261.2,5,10
21326,220.3,79.4,1.7,0.8,2.9,3.5,1,1
21327,237.0,69.4,16.3,6.6,47.6,128.6,3,5
21328,1695.6,0.0,71.3,7.9,70.1,73.9,4,9
21329,343.8,82.3,3.7,6.4,3.9,6.3,1,1
21330,410.6,0.0,64.4,35.3,5.0,8.8,1,1
21331,327.1,1.2,61.0,15.3,68.7,196.2,4,9
21332,253.7,47.2,3.6,6.5,4.5,5.4,1,1
21333,540.7,21.5,5.9,3.9,14.7,34.7,1,2
21334,195.3,42.2,0.0,0.2,0.8,2.3,1,1
21335,1535.4,0.0,224.8,160.2,228.6,384.7,5,10
21336,454.0,4.7,52.8,12.3,10.1,12.0,1,1
21337,921.3,8.4,12.3,1.3,24.2,39.8,2,3
21338,263.7,68.7,4.8,0.8,1.8,2.6,1,1
21339,260.4,84.4,8.2,12.8,50.0,146.2,3,6
21340,317.1,57.2,4.6,1.5,5.9,12.9,1,1
21341,317.1,43.6,0.2,0.2,72.1,176.6,4,10
21342,433.9,65.1,1.7,1.0,33.0,34.3,2,3
21343,230.3,78.7,3.1,0.3,0.5,0.8,1,1
21344,257.0,57.2,4.9,1.3,0.9,1.4,1,1
21345,217.0,72.2,3.9,0.5,0.9,1.2,1,1
21346,403.9,4.6,3.1,0.8,8.6,13.6,1,1
21347,280.4,19.1,0.8,0.2,1.0,3.6,1,1
21348,3391.3,0.0,29.1,32.0,66.9,83.9,4,9
21349,403.9,94.4,0.5,0.5,29.0,31.8,2,3
21350,250.3,57.9,0.6,0.5,37.8,134.3,2,4
21351,233.7,77.3,0.6,0.2,1.2,2.7,1,1
21352,198.6,40.1,0.0,0.2,1.9,4.5,1,1
21353,247.0,75.8,0.6,0.3,129.3,763.9,4,10
21354,277.0,21.8,0.1,0.2,0.9,3.1,1,1
21355,1468.7,103.0,63.1,125.9,77.5,85.4,4,10
21356,203.6,70.8,0.0,0.3,2.2,11.4,1,1
