id,country,location_name,latitude,longitude,timezone
26962,Gambia,Banjul,13.45,-16.58,Africa/Banjul
26963,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
26964,Germany,Berlin,52.52,13.4,Europe/Berlin
26965,Ghana,Accra,5.55,-0.22,Africa/Accra
26966,Greece,Athens,37.98,23.72,Europe/Athens
26967,Grenada,Saint George's,12.05,-61.75,America/Grenada
26968,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
26969,Guinea,Conakry,9.51,-13.71,Africa/Conakry
26970,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
26971,Guyana,Georgetown,6.8,-58.17,America/Guyana
26972,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
26973,Vatican City,Vatican City,41.9,12.45,Europe/Rome
26974,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
26975,Hungary,Budapest,47.5,19.08,Europe/Budapest
26976,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
26977,India,New Delhi,28.6,77.2,Asia/Kolkata
26978,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
26979,Iran,Tehran,35.73,51.33,Asia/Tehran
26980,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
26981,Ireland,Dublin,53.33,-6.25,Europe/Dublin
26982,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
26983,Italy,Rome,41.9,12.48,Europe/Rome
26984,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
26985,Japan,Tokyo,35.69,139.69,Asia/Tokyo
26986,Jordan,Amman,31.95,35.93,Asia/Amman
26987,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
26988,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
26989,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
26990,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
26991,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
26992,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
26993,Latvia,Riga,56.95,24.1,Europe/Riga
26994,Lebanon,Beirut,33.87,35.51,Asia/Beirut
26995,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
26996,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
26997,Thailand,Nan,18.78,100.78,Asia/Bangkok
26998,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
26999,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
27000,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
27001,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
27002,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
27003,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
27004,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
27005,Mali,Bamako,12.65,-8.0,Africa/Bamako
27006,Malta,Valletta,35.9,14.51,Europe/Malta
27007,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
27008,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
27009,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
27010,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
27011,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
27012,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
27013,Monaco,Monaco,43.73,7.42,Europe/Monaco
27014,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
27015,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
27016,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
27017,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
27018,Myanmar,Rangoon,16.78,96.17,Asia/Yangon
27019,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
27020,Turkey,Yaren,39.55,27.62,Europe/Istanbul
27021,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
27022,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
27023,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
27024,Nicaragua,Managua,12.15,-86.27,America/Managua
27025,Niger,Niamey,13.52,2.12,Africa/Niamey
27026,Nigeria,Abuja,9.18,7.18,Africa/Lagos
27027,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
27028,Macedonia,Skopje,42.0,21.43,Europe/Skopje
27029,Norway,Oslo,59.92,10.75,Europe/Oslo
27030,Oman,Muscat,23.61,58.59,Asia/Muscat
27031,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
27032,Palau,Adkip,7.36,134.51,Pacific/Palau
27033,Bolivia,National,-11.18,-67.08,America/La_Paz
27034,Panama,Panama City,8.97,-79.53,America/Panama
27035,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
27036,Paraguay,Toro,-19.87,-58.38,America/Asuncion
27037,Peru,Lima,-12.05,-77.05,America/Lima
27038,Philippines,Manila,14.6,120.98,Asia/Manila
27039,Poland,Warsaw,52.25,21.0,Europe/Warsaw
27040,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
27041,Qatar,Doha,25.29,51.53,Asia/Qatar
27042,Romania,Bucharest,44.43,26.1,Europe/Bucharest
27043,Russia,Moscow,55.75,37.62,Europe/Moscow
27044,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
27045,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
27046,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
27047,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
27048,Samoa,Apia,-13.83,-171.73,Pacific/Apia
27049,San Marino,San Marino,43.93,12.45,Europe/Rome
27050,Belgium,'S Gravenjansdyk,51.25,3.63,Europe/Brussels
27051,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
27052,Senegal,Dakar,14.67,-17.44,Africa/Dakar
27053,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
27054,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
27055,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
27056,Singapore,Singapore,1.29,103.86,Asia/Singapore
27057,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
27058,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
27059,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
27060,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
27061,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
27062,South Korea,Seoul,37.57,127.0,Asia/Seoul
27063,Sudan,Juba,12.15,24.45,Africa/Khartoum
27064,Spain,Madrid,40.4,-3.68,Europe/Madrid
27065,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
27066,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
27067,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
27068,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
27069,Switzerland,Bern,46.92,7.47,Europe/Zurich
27070,Syria,Damascus,33.5,36.3,Asia/Damascus
27071,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
27072,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
27073,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
27074,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
27075,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
27076,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
27077,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
27078,Tunisia,Tunis,36.8,10.18,Africa/Tunis
27079,Turkey,Ankara,39.93,32.86,Europe/Istanbul
27080,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
27081,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
27082,Uganda,Kampala,0.32,32.57,Africa/Kampala
27083,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
27084,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
27085,United Kingdom,London,51.52,-0.11,Europe/London
27086,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
27087,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
27088,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
27089,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
27090,Venezuela,Caracas,10.5,-66.92,America/Caracas
27091,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
27092,Yemen,Sanaa,15.35,44.21,Asia/Aden
27093,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
27094,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
27095,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
27096,Albania,Tirana,41.33,19.82,Europe/Tirane
27097,Algeria,Algiers,36.76,3.05,Africa/Algiers
27098,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
27099,Angola,Luanda,-8.84,13.23,Africa/Luanda
27100,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
27101,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
27102,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
27103,Australia,Canberra,-35.28,149.22,Australia/Sydney
27104,Austria,Vienna,48.2,16.37,Europe/Vienna
27105,Azerbaijan,Baku,40.4,49.88,Asia/Baku
27106,Bahamas,Nassau,25.08,-77.35,America/Nassau
27107,Bahrain,Manama,26.24,50.58,Asia/Bahrain
27108,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
27109,Barbados,Bridgetown,13.1,-59.62,America/Barbados
27110,Belarus,Minsk,53.9,27.57,Europe/Minsk
27111,Belgium,Brussels,50.83,4.33,Europe/Brussels
27112,Belize,Belmopan,17.25,-88.77,America/Belize
27113,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
27114,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
27115,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
27116,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
27117,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
27118,Brazil,Bras,-2.08,-58.17,America/Manaus
27119,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
27120,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
27121,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
27122,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
27123,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
27124,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
27125,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
27126,Cameroon,Douala,4.05,9.7,Africa/Douala
27127,Canada,Ottawa,45.42,-75.7,America/Toronto
27128,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
27129,Chad,N'djamena,12.11,15.05,Africa/Douala
27130,Chile,Santiago,-33.45,-70.67,America/Santiago
27131,China,Beijing,39.93,116.39,Asia/Shanghai
27132,Hungary,Bogot,47.25,16.83,Europe/Budapest
27133,Comoros,Moroni,-11.7,43.24,Indian/Comoro
27134,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
27135,Costa Rica,San Ignacio,9.8,-84.17,America/Costa_Rica
27136,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
27137,Cuba,Havana,23.13,-82.36,America/Havana
27138,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
27139,Czech Republic,Prague,50.08,14.47,Europe/Prague
27140,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
27141,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
27142,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
27143,Dominica,Roseau,15.3,-61.4,America/Dominica
27144,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
27145,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
27146,Egypt,Cairo,30.05,31.25,Africa/Cairo
27147,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
27148,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
27149,Eritrea,Asmara,15.33,38.93,Africa/Asmara
27150,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
27151,Senegal,Mbabane,14.48,-15.27,Africa/Dakar
27152,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
27153,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
27154,Finland,Helsinki,60.18,24.93,Europe/Helsinki
27155,France,Paris,48.87,2.33,Europe/Paris
27156,Gabon,Libreville,0.38,9.45,Africa/Libreville
27157,Gambia,Banjul,13.45,-16.58,Africa/Banjul
27158,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
27159,Germany,Berlin,52.52,13.4,Europe/Berlin
27160,Ghana,Accra,5.55,-0.22,Africa/Accra
27161,Greece,Athens,37.98,23.72,Europe/Athens
27162,Grenada,Saint George's,12.05,-61.75,America/Grenada
27163,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
27164,Guinea,Conakry,9.51,-13.71,Africa/Conakry
27165,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
27166,Guyana,Georgetown,6.8,-58.17,America/Guyana
27167,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
27168,Vatican City,Vatican City,41.9,12.45,Europe/Rome
27169,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
27170,Hungary,Budapest,47.5,19.08,Europe/Budapest
27171,Iceland,Kopavogur,64.1,-21.92,Atlantic/Reykjavik
27172,India,New Delhi,28.6,77.2,Asia/Kolkata
27173,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
27174,Iran,Tehran,35.73,51.33,Asia/Tehran
27175,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
27176,Ireland,Dublin,53.33,-6.25,Europe/Dublin
27177,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
27178,Italy,Rome,41.9,12.48,Europe/Rome
27179,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
27180,Japan,Tokyo,35.69,139.69,Asia/Tokyo
27181,Jordan,Amman,31.95,35.93,Asia/Amman
27182,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
27183,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
27184,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
27185,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
27186,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
27187,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
27188,Latvia,Riga,56.95,24.1,Europe/Riga
27189,Lebanon,Beirut,33.87,35.51,Asia/Beirut
27190,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
27191,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
27192,Thailand,Nan,18.78,100.78,Asia/Bangkok
27193,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
27194,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
27195,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
27196,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
27197,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
27198,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
27199,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
27200,Mali,Bamako,12.65,-8.0,Africa/Bamako
27201,Malta,Valletta,35.9,14.51,Europe/Malta
27202,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
27203,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
27204,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
27205,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
27206,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
27207,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
27208,Monaco,Monaco,43.73,7.42,Europe/Monaco
27209,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
27210,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
27211,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
27212,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
27213,Myanmar,Bago,17.33,96.48,Asia/Yangon
27214,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
27215,Turkey,Yaren,39.55,27.62,Europe/Istanbul
27216,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
27217,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
27218,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
27219,Nicaragua,Managua,12.15,-86.27,America/Managua
27220,Niger,Niamey,13.52,2.12,Africa/Niamey
27221,Nigeria,Abuja,9.18,7.18,Africa/Lagos
27222,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
27223,Macedonia,Skopje,42.0,21.43,Europe/Skopje
27224,Norway,Oslo,59.92,10.75,Europe/Oslo
27225,Oman,Muscat,23.61,58.59,Asia/Muscat
27226,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
27227,Palau,Garurudo,7.63,134.64,Pacific/Palau
27228,Bolivia,National,-11.18,-67.08,America/La_Paz
27229,Panama,Panama City,8.97,-79.53,America/Panama
27230,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
27231,Paraguay,Pasto,-19.45,-61.15,America/La_Paz
27232,Peru,Lima,-12.05,-77.05,America/Lima
27233,Philippines,Manila,14.6,120.98,Asia/Manila
27234,Poland,Warsaw,52.25,21.0,Europe/Warsaw
27235,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
27236,Qatar,Doha,25.29,51.53,Asia/Qatar
27237,Romania,Bucharest,44.43,26.1,Europe/Bucharest
27238,Russia,Moscow,55.75,37.62,Europe/Moscow
27239,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
27240,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
27241,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
27242,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
27243,Samoa,Apia,-13.83,-171.73,Pacific/Apia
27244,San Marino,San Marino,43.93,12.45,Europe/Rome
27245,Belgium,'S Gravenstaffel,50.88,2.98,Europe/Brussels
27246,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
27247,Senegal,Dakar,14.67,-17.44,Africa/Dakar
27248,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
27249,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
27250,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
27251,Singapore,Singapore,1.29,103.86,Asia/Singapore
27252,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
27253,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
27254,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
27255,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
27256,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
27257,South Korea,Seoul,37.57,127.0,Asia/Seoul
27258,Sudan,Juba,12.15,24.45,Africa/Khartoum
27259,Spain,Madrid,40.4,-3.68,Europe/Madrid
27260,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
27261,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
27262,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
27263,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
27264,Switzerland,Bern,46.92,7.47,Europe/Zurich
27265,Syria,Damascus,33.5,36.3,Asia/Damascus
27266,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
27267,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
27268,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
27269,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
27270,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
27271,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
27272,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
27273,Tunisia,Tunis,36.8,10.18,Africa/Tunis
27274,Turkey,Ankara,39.93,32.86,Europe/Istanbul
27275,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
27276,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
27277,Uganda,Kampala,0.32,32.57,Africa/Kampala
27278,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
27279,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
27280,United Kingdom,London,51.52,-0.11,Europe/London
27281,United States of America,Washington Harbor,48.08,-123.04,America/Los_Angeles
27282,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
27283,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
27284,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
27285,Venezuela,Caracas,10.5,-66.92,America/Caracas
27286,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
27287,Yemen,Sanaa,15.35,44.21,Asia/Aden
27288,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
27289,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
27290,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
27291,Albania,Tirana,41.33,19.82,Europe/Tirane
27292,Algeria,Algiers,36.76,3.05,Africa/Algiers
27293,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
27294,Angola,Luanda,-8.84,13.23,Africa/Luanda
27295,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
27296,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
27297,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
27298,Australia,Canberra,-35.28,149.22,Australia/Sydney
27299,Austria,Vienna,48.2,16.37,Europe/Vienna
27300,Azerbaijan,Baku,40.4,49.88,Asia/Baku
27301,Bahamas,Nassau,25.08,-77.35,America/Nassau
27302,Bahrain,Manama,26.24,50.58,Asia/Bahrain
27303,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
27304,Barbados,Bridgetown,13.1,-59.62,America/Barbados
27305,Belarus,Minsk,53.9,27.57,Europe/Minsk
27306,Belgium,Brussels,50.83,4.33,Europe/Brussels
27307,Belize,Belmopan,17.25,-88.77,America/Belize
27308,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
27309,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
27310,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
27311,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
27312,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
27313,Brazil,Bras,-2.08,-58.17,America/Manaus
27314,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
27315,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
27316,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
27317,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
27318,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
27319,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
27320,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
27321,Cameroon,Douala,4.05,9.7,Africa/Douala
27322,Canada,Ottawa,45.42,-75.7,America/Toronto
27323,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
27324,Chad,N'djamena,12.11,15.05,Africa/Douala
27325,Chile,Santiago,-33.45,-70.67,America/Santiago
27326,China,Beijing,39.93,116.39,Asia/Shanghai
27327,Hungary,Bogot,47.25,16.83,Europe/Budapest
27328,Comoros,Moroni,-11.7,43.24,Indian/Comoro
27329,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
27330,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
27331,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
27332,Cuba,Havana,23.13,-82.36,America/Havana
27333,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
27334,Czech Republic,Prague,50.08,14.47,Europe/Prague
27335,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
27336,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
27337,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
27338,Dominica,Roseau,15.3,-61.4,America/Dominica
27339,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
27340,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
27341,Egypt,Cairo,30.05,31.25,Africa/Cairo
27342,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
27343,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
27344,Eritrea,Asmara,15.33,38.93,Africa/Asmara
27345,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
27346,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
27347,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
27348,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
27349,Finland,Helsinki,60.18,24.93,Europe/Helsinki
27350,France,Paris,48.87,2.33,Europe/Paris
27351,Gabon,Libreville,0.38,9.45,Africa/Libreville
27352,Gambia,Banjul,13.45,-16.58,Africa/Banjul
27353,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
27354,Germany,Berlin,52.52,13.4,Europe/Berlin
27355,Ghana,Accra,5.55,-0.22,Africa/Accra
27356,Greece,Athens,37.98,23.72,Europe/Athens
27357,Grenada,Saint George's,12.05,-61.75,America/Grenada
27358,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
27359,Guinea,Conakry,9.51,-13.71,Africa/Conakry
27360,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
27361,Guyana,Georgetown,6.8,-58.17,America/Guyana
27362,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
27363,Vatican City,Vatican City,41.9,12.45,Europe/Rome
27364,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
27365,Hungary,Budapest,47.5,19.08,Europe/Budapest
27366,Iceland,Grindavik,63.83,-22.43,Atlantic/Reykjavik
27367,India,New Delhi,28.6,77.2,Asia/Kolkata
27368,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
27369,Iran,Tehran,35.73,51.33,Asia/Tehran
27370,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
27371,Ireland,Dublin,53.33,-6.25,Europe/Dublin
27372,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
27373,Italy,Rome,41.9,12.48,Europe/Rome
27374,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
27375,Japan,Tokyo,35.69,139.69,Asia/Tokyo
27376,Jordan,Amman,31.95,35.93,Asia/Amman
27377,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
27378,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
27379,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
27380,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
27381,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
27382,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
27383,Latvia,Riga,56.95,24.1,Europe/Riga
27384,Lebanon,Beirut,33.87,35.51,Asia/Beirut
27385,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
27386,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
27387,Thailand,Nan,18.78,100.78,Asia/Bangkok
27388,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
27389,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
